#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Water Detect,Button Down,Button Up,Host Connected,End of File
3978,07/11/2024 01:20:00,25.82,-45.50,7.87,,,,,
3979,07/11/2024 01:30:00,25.82,-45.45,7.87,,,,,
3980,07/11/2024 01:40:00,25.79,-45.64,7.87,,,,,
3981,07/11/2024 01:50:00,25.74,-45.49,7.87,,,,,
3982,07/11/2024 02:00:00,25.74,-45.31,7.86,,,,,
3983,07/11/2024 02:10:00,25.72,-45.28,7.86,,,,,
3984,07/11/2024 02:20:00,25.72,-45.11,7.86,,,,,
3985,07/11/2024 02:30:00,25.67,-44.89,7.85,,,,,
3986,07/11/2024 02:40:00,25.62,-45.17,7.86,,,,,
3987,07/11/2024 02:50:00,25.60,-45.35,7.86,,,,,
3988,07/11/2024 03:00:00,25.57,-45.08,7.86,,,,,
3989,07/11/2024 03:10:00,25.53,-44.81,7.85,,,,,
3990,07/11/2024 03:20:00,25.53,-44.64,7.85,,,,,
3991,07/11/2024 03:30:00,25.48,-45.05,7.86,,,,,
3992,07/11/2024 03:40:00,25.48,-44.61,7.85,,,,,
3993,07/11/2024 03:50:00,25.43,-44.64,7.85,,,,,
3994,07/11/2024 04:00:00,25.43,-44.81,7.85,,,,,
3995,07/11/2024 04:10:00,25.40,-44.92,7.86,,,,,
3996,07/11/2024 04:20:00,25.38,-44.44,7.85,,,,,
3997,07/11/2024 04:30:00,25.33,-44.75,7.85,,,,,
3998,07/11/2024 04:40:00,25.33,-44.61,7.85,,,,,
3999,07/11/2024 04:50:00,25.31,-44.13,7.84,,,,,
4000,07/11/2024 05:00:00,25.28,-44.05,7.84,,,,,
4001,07/11/2024 05:10:00,25.26,-44.06,7.84,,,,,
4002,07/11/2024 05:20:00,25.21,-44.56,7.85,,,,,
4003,07/11/2024 05:30:00,25.19,-44.31,7.84,,,,,
4004,07/11/2024 05:40:00,25.19,-44.39,7.85,,,,,
4005,07/11/2024 05:50:00,25.14,-44.36,7.85,,,,,
4006,07/11/2024 06:00:00,25.11,-44.22,7.84,,,,,
4007,07/11/2024 06:10:00,25.06,-44.30,7.84,,,,,
4008,07/11/2024 06:20:00,25.06,-44.20,7.84,,,,,
4009,07/11/2024 06:30:00,25.04,-44.27,7.84,,,,,
4010,07/11/2024 06:40:00,25.02,-44.42,7.85,,,,,
4011,07/11/2024 06:50:00,24.99,-44.47,7.85,,,,,
4012,07/11/2024 07:00:00,24.99,-44.44,7.85,,,,,
4013,07/11/2024 07:10:00,24.97,-44.49,7.85,,,,,
4014,07/11/2024 07:20:00,24.97,-44.55,7.85,,,,,
4015,07/11/2024 07:30:00,24.94,-44.33,7.85,,,,,
4016,07/11/2024 07:40:00,24.92,-44.39,7.85,,,,,
4017,07/11/2024 07:50:00,24.92,-44.47,7.85,,,,,
4018,07/11/2024 08:00:00,24.92,-44.38,7.85,,,,,
4019,07/11/2024 08:10:00,24.90,-44.50,7.85,,,,,
4020,07/11/2024 08:20:00,24.92,-44.69,7.85,,,,,
4021,07/11/2024 08:30:00,24.90,-44.66,7.85,,,,,
4022,07/11/2024 08:40:00,24.90,-44.50,7.85,,,,,
4023,07/11/2024 08:50:00,24.90,-44.28,7.84,,,,,
4024,07/11/2024 09:00:00,24.92,-44.64,7.85,,,,,
4025,07/11/2024 09:10:00,24.92,-45.08,7.86,,,,,
4026,07/11/2024 09:20:00,24.92,-45.38,7.87,,,,,
4027,07/11/2024 09:30:00,24.92,-45.16,7.86,,,,,
4028,07/11/2024 09:40:00,24.97,-45.85,7.88,,,,,
4029,07/11/2024 09:50:00,24.99,-46.28,7.88,,,,,
4030,07/11/2024 10:00:00,25.02,-45.91,7.88,,,,,
4031,07/11/2024 10:10:00,25.04,-45.95,7.88,,,,,
4032,07/11/2024 10:20:00,25.09,-46.39,7.89,,,,,
4033,07/11/2024 10:30:00,25.14,-46.36,7.89,,,,,
4034,07/11/2024 10:40:00,25.19,-46.89,7.90,,,,,
4035,07/11/2024 10:50:00,25.26,-47.89,7.92,,,,,
4036,07/11/2024 11:00:00,25.28,-47.42,7.91,,,,,
4037,07/11/2024 11:10:00,25.33,-49.24,7.94,,,,,
4038,07/11/2024 11:20:00,25.38,-48.53,7.93,,,,,
4039,07/11/2024 11:30:00,25.43,-48.97,7.94,,,,,
4040,07/11/2024 11:40:00,25.50,-50.45,7.97,,,,,
4041,07/11/2024 11:50:00,25.60,-51.92,8.00,,,,,
4042,07/11/2024 12:00:00,25.67,-52.42,8.01,,,,,
4043,07/11/2024 12:10:00,25.72,-53.25,8.02,,,,,
4044,07/11/2024 12:20:00,25.79,-53.86,8.04,,,,,
4045,07/11/2024 12:30:00,25.84,-52.77,8.01,,,,,
4046,07/11/2024 12:40:00,25.99,-56.20,8.08,,,,,
4047,07/11/2024 12:50:00,26.04,-55.61,8.07,,,,,
4048,07/11/2024 13:00:00,26.16,-56.45,8.09,,,,,
4049,07/11/2024 13:10:00,26.18,-56.50,8.09,,,,,
4050,07/11/2024 13:20:00,26.21,-55.10,8.06,,,,,
4051,07/11/2024 13:30:00,26.33,-57.27,8.10,,,,,
4052,07/11/2024 13:40:00,26.35,-57.52,8.11,,,,,
4053,07/11/2024 13:50:00,26.45,-59.19,8.14,,,,,
4054,07/11/2024 14:00:00,26.45,-57.38,8.10,,,,,
4055,07/11/2024 14:10:00,26.45,-57.74,8.11,,,,,
4056,07/11/2024 14:20:00,26.52,-59.17,8.14,,,,,
4057,07/11/2024 14:30:00,26.65,-60.91,8.18,,,,,
4058,07/11/2024 14:40:00,26.57,-59.66,8.15,,,,,
4059,07/11/2024 14:50:00,26.67,-60.61,8.17,,,,,
4060,07/11/2024 15:00:00,26.72,-59.64,8.15,,,,,
4061,07/11/2024 15:10:00,26.72,-60.61,8.17,,,,,
4062,07/11/2024 15:20:00,26.74,-61.36,8.18,,,,,
4063,07/11/2024 15:30:00,26.77,-60.44,8.17,,,,,
4064,07/11/2024 15:40:00,26.84,-62.56,8.21,,,,,
4065,07/11/2024 15:50:00,26.84,-60.95,8.18,,,,,
4066,07/11/2024 16:00:00,26.84,-60.41,8.16,,,,,
4067,07/11/2024 16:10:00,26.87,-60.39,8.16,,,,,
4068,07/11/2024 16:20:00,26.89,-60.66,8.17,,,,,
4069,07/11/2024 16:30:00,26.92,-60.81,8.17,,,,,
4070,07/11/2024 16:40:00,26.94,-60.95,8.17,,,,,
4071,07/11/2024 16:50:00,26.96,-60.83,8.17,,,,,
4072,07/11/2024 17:00:00,26.96,-60.22,8.16,,,,,
4073,07/11/2024 17:10:00,26.92,-59.83,8.15,,,,,
4074,07/11/2024 17:20:00,26.94,-60.24,8.16,,,,,
4075,07/11/2024 17:30:00,26.96,-60.67,8.17,,,,,
4076,07/11/2024 17:40:00,26.96,-61.25,8.18,,,,,
4077,07/11/2024 17:50:00,26.94,-60.28,8.16,,,,,
4078,07/11/2024 18:00:00,26.92,-59.52,8.15,,,,,
4079,07/11/2024 18:10:00,26.92,-59.78,8.15,,,,,
4080,07/11/2024 18:20:00,26.89,-59.13,8.14,,,,,
4081,07/11/2024 18:30:00,26.87,-58.03,8.12,,,,,
4082,07/11/2024 18:40:00,26.84,-57.81,8.11,,,,,
4083,07/11/2024 18:50:00,26.84,-57.72,8.11,,,,,
4084,07/11/2024 19:00:00,26.82,-57.02,8.10,,,,,
4085,07/11/2024 19:10:00,26.79,-56.33,8.08,,,,,
4086,07/11/2024 19:20:00,26.77,-56.03,8.08,,,,,
4087,07/11/2024 19:30:00,26.72,-54.92,8.05,,,,,
4088,07/11/2024 19:40:00,26.70,-54.75,8.05,,,,,
4089,07/11/2024 19:50:00,26.67,-54.14,8.04,,,,,
4090,07/11/2024 20:00:00,26.62,-53.81,8.03,,,,,
4091,07/11/2024 20:10:00,26.57,-52.97,8.02,,,,,
4092,07/11/2024 20:20:00,26.55,-53.22,8.02,,,,,
4093,07/11/2024 20:30:00,26.52,-53.08,8.02,,,,,
4094,07/11/2024 20:40:00,26.50,-52.27,8.00,,,,,
4095,07/11/2024 20:50:00,26.45,-52.30,8.00,,,,,
4096,07/11/2024 21:00:00,26.43,-52.11,8.00,,,,,
4097,07/11/2024 21:10:00,26.40,-51.45,7.98,,,,,
4098,07/11/2024 21:20:00,26.35,-50.77,7.97,,,,,
4099,07/11/2024 21:30:00,26.33,-50.42,7.96,,,,,
4100,07/11/2024 21:40:00,26.30,-50.16,7.96,,,,,
4101,07/11/2024 21:50:00,26.26,-49.52,7.95,,,,,
4102,07/11/2024 22:00:00,26.26,-49.22,7.94,,,,,
4103,07/11/2024 22:10:00,26.21,-48.99,7.94,,,,,
4104,07/11/2024 22:20:00,26.13,-48.89,7.93,,,,,
4105,07/11/2024 22:30:00,26.11,-48.72,7.93,,,,,
4106,07/11/2024 22:40:00,26.04,-48.61,7.93,,,,,
4107,07/11/2024 22:50:00,25.99,-48.38,7.92,,,,,
4108,07/11/2024 23:00:00,25.99,-48.11,7.92,,,,,
4109,07/11/2024 23:10:00,25.94,-48.10,7.92,,,,,
4110,07/11/2024 23:20:00,25.91,-47.75,7.91,,,,,
4111,07/11/2024 23:30:00,25.89,-47.25,7.90,,,,,
4112,07/11/2024 23:40:00,25.87,-47.05,7.90,,,,,
4113,07/11/2024 23:50:00,25.84,-46.86,7.89,,,,,
4114,07/12/2024 00:00:00,25.82,-46.30,7.88,,,,,
4115,07/12/2024 00:10:00,25.82,-46.19,7.88,,,,,
4116,07/12/2024 00:20:00,25.79,-45.74,7.87,,,,,
4117,07/12/2024 00:30:00,25.74,-45.94,7.88,,,,,
4118,07/12/2024 00:40:00,25.72,-46.06,7.88,,,,,
4119,07/12/2024 00:50:00,25.72,-45.70,7.87,,,,,
4120,07/12/2024 01:00:00,25.67,-45.88,7.87,,,,,
4121,07/12/2024 01:10:00,25.65,-45.53,7.87,,,,,
4122,07/12/2024 01:20:00,25.60,-44.74,7.85,,,,,
4123,07/12/2024 01:30:00,25.60,-44.95,7.86,,,,,
4124,07/12/2024 01:40:00,25.55,-45.16,7.86,,,,,
4125,07/12/2024 01:50:00,25.53,-45.25,7.86,,,,,
4126,07/12/2024 02:00:00,25.53,-44.99,7.86,,,,,
4127,07/12/2024 02:10:00,25.48,-44.83,7.85,,,,,
4128,07/12/2024 02:20:00,25.48,-44.72,7.85,,,,,
4129,07/12/2024 02:30:00,25.45,-44.88,7.85,,,,,
4130,07/12/2024 02:40:00,25.43,-44.83,7.85,,,,,
4131,07/12/2024 02:50:00,25.40,-44.72,7.85,,,,,
4132,07/12/2024 03:00:00,25.38,-44.69,7.85,,,,,
4133,07/12/2024 03:10:00,25.38,-44.42,7.85,,,,,
4134,07/12/2024 03:20:00,25.38,-44.36,7.84,,,,,
4135,07/12/2024 03:30:00,25.36,-44.25,7.84,,,,,
4136,07/12/2024 03:40:00,25.33,-44.20,7.84,,,,,
4137,07/12/2024 03:50:00,25.31,-44.22,7.84,,,,,
4138,07/12/2024 04:00:00,25.31,-44.02,7.84,,,,,
4139,07/12/2024 04:10:00,25.26,-44.10,7.84,,,,,
4140,07/12/2024 04:20:00,25.26,-44.00,7.84,,,,,
4141,07/12/2024 04:30:00,25.21,-43.97,7.84,,,,,
4142,07/12/2024 04:40:00,25.19,-43.99,7.84,,,,,
4143,07/12/2024 04:50:00,25.16,-43.55,7.83,,,,,
4144,07/12/2024 05:00:00,25.14,-43.69,7.83,,,,,
4145,07/12/2024 05:10:00,25.14,-43.52,7.83,,,,,
4146,07/12/2024 05:20:00,25.14,-43.58,7.83,,,,,
4147,07/12/2024 05:30:00,25.11,-43.64,7.83,,,,,
4148,07/12/2024 05:40:00,25.09,-43.69,7.83,,,,,
4149,07/12/2024 05:50:00,25.09,-43.66,7.83,,,,,
4150,07/12/2024 06:00:00,25.06,-43.81,7.83,,,,,
4151,07/12/2024 06:10:00,25.04,-43.63,7.83,,,,,
4152,07/12/2024 06:20:00,25.04,-43.91,7.84,,,,,
4153,07/12/2024 06:30:00,25.02,-43.74,7.83,,,,,
4154,07/12/2024 06:40:00,25.02,-43.70,7.83,,,,,
4155,07/12/2024 06:50:00,24.99,-44.03,7.84,,,,,
4156,07/12/2024 07:00:00,24.97,-43.75,7.83,,,,,
4157,07/12/2024 07:10:00,24.97,-43.66,7.83,,,,,
4158,07/12/2024 07:20:00,24.97,-43.70,7.83,,,,,
4159,07/12/2024 07:30:00,24.94,-43.63,7.83,,,,,
4160,07/12/2024 07:40:00,24.94,-43.72,7.83,,,,,
4161,07/12/2024 07:50:00,24.94,-43.60,7.83,,,,,
4162,07/12/2024 08:00:00,24.97,-43.64,7.83,,,,,
4163,07/12/2024 08:10:00,24.94,-43.60,7.83,,,,,
4164,07/12/2024 08:20:00,24.94,-43.58,7.83,,,,,
4165,07/12/2024 08:30:00,24.94,-43.58,7.83,,,,,
4166,07/12/2024 08:40:00,24.97,-43.80,7.83,,,,,
4167,07/12/2024 08:50:00,25.02,-44.53,7.85,,,,,
4168,07/12/2024 09:00:00,25.04,-44.72,7.85,,,,,
4169,07/12/2024 09:10:00,25.04,-44.60,7.85,,,,,
4170,07/12/2024 09:20:00,25.06,-44.38,7.85,,,,,
4171,07/12/2024 09:30:00,25.11,-44.89,7.86,,,,,
4172,07/12/2024 09:40:00,25.16,-45.39,7.87,,,,,
4173,07/12/2024 09:50:00,25.21,-45.50,7.87,,,,,
4174,07/12/2024 10:00:00,25.28,-45.94,7.88,,,,,
4175,07/12/2024 10:10:00,25.31,-46.16,7.88,,,,,
4176,07/12/2024 10:20:00,25.36,-46.08,7.88,,,,,
4177,07/12/2024 10:30:00,25.40,-46.45,7.89,,,,,
4178,07/12/2024 10:40:00,25.48,-46.89,7.90,,,,,
4179,07/12/2024 10:50:00,25.55,-47.35,7.90,,,,,
4180,07/12/2024 11:00:00,25.62,-47.27,7.90,,,,,
4181,07/12/2024 11:10:00,25.77,-48.42,7.93,,,,,
4182,07/12/2024 11:20:00,25.82,-48.53,7.93,,,,,
4183,07/12/2024 11:30:00,25.91,-49.22,7.94,,,,,
4184,07/12/2024 11:40:00,26.06,-50.25,7.96,,,,,
4185,07/12/2024 11:50:00,26.16,-51.52,7.99,,,,,
4186,07/12/2024 12:00:00,26.23,-51.97,8.00,,,,,
4187,07/12/2024 12:10:00,26.33,-52.63,8.01,,,,,
4188,07/12/2024 12:20:00,26.50,-53.52,8.03,,,,,
4189,07/12/2024 12:30:00,26.55,-53.83,8.03,,,,,
4190,07/12/2024 12:40:00,26.57,-53.63,8.03,,,,,
4191,07/12/2024 12:50:00,26.72,-55.06,8.06,,,,,
4192,07/12/2024 13:00:00,26.84,-56.00,8.08,,,,,
4193,07/12/2024 13:10:00,26.79,-55.88,8.07,,,,,
4194,07/12/2024 13:20:00,26.87,-56.47,8.08,,,,,
4195,07/12/2024 13:30:00,26.92,-57.41,8.10,,,,,
4196,07/12/2024 13:40:00,26.96,-58.25,8.12,,,,,
4197,07/12/2024 13:50:00,27.04,-56.61,8.09,,,,,
4198,07/12/2024 14:00:00,27.09,-58.63,8.13,,,,,
4199,07/12/2024 14:10:00,27.11,-59.05,8.14,,,,,
4200,07/12/2024 14:20:00,27.09,-58.56,8.13,,,,,
4201,07/12/2024 14:30:00,27.14,-58.03,8.12,,,,,
4202,07/12/2024 14:40:00,27.11,-56.80,8.09,,,,,
4203,07/12/2024 14:50:00,27.06,-57.11,8.10,,,,,
4204,07/12/2024 15:00:00,27.14,-57.47,8.10,,,,,
4205,07/12/2024 15:10:00,27.14,-58.08,8.12,,,,,
4206,07/12/2024 15:20:00,27.21,-58.72,8.13,,,,,
4207,07/12/2024 15:30:00,27.19,-57.92,8.11,,,,,
4208,07/12/2024 15:40:00,27.19,-57.14,8.10,,,,,
4209,07/12/2024 15:50:00,27.21,-56.70,8.09,,,,,
4210,07/12/2024 16:00:00,27.23,-57.58,8.11,,,,,
4211,07/12/2024 16:10:00,27.26,-58.13,8.12,,,,,
4212,07/12/2024 16:20:00,27.26,-58.20,8.12,,,,,
4213,07/12/2024 16:30:00,27.28,-57.94,8.11,,,,,
4214,07/12/2024 16:40:00,27.31,-57.35,8.10,,,,,
4215,07/12/2024 16:50:00,27.36,-58.19,8.12,,,,,
4216,07/12/2024 17:00:00,27.31,-57.58,8.11,,,,,
4217,07/12/2024 17:10:00,27.33,-58.17,8.12,,,,,
4218,07/12/2024 17:20:00,27.31,-57.17,8.10,,,,,
4219,07/12/2024 17:30:00,27.31,-56.81,8.09,,,,,
4220,07/12/2024 17:40:00,27.31,-56.38,8.08,,,,,
4221,07/12/2024 17:50:00,27.31,-55.97,8.07,,,,,
4222,07/12/2024 18:00:00,27.31,-55.20,8.06,,,,,
4223,07/12/2024 18:10:00,27.26,-54.94,8.05,,,,,
4224,07/12/2024 18:20:00,27.31,-56.77,8.09,,,,,
4225,07/12/2024 18:30:00,27.26,-56.02,8.07,,,,,
4226,07/12/2024 18:40:00,27.23,-55.19,8.06,,,,,
4227,07/12/2024 18:50:00,27.19,-54.66,8.05,,,,,
4228,07/12/2024 19:00:00,27.16,-55.06,8.06,,,,,
4229,07/12/2024 19:10:00,27.14,-55.39,8.06,,,,,
4230,07/12/2024 19:20:00,27.06,-54.39,8.04,,,,,
4231,07/12/2024 19:30:00,27.06,-53.53,8.02,,,,,
4232,07/12/2024 19:40:00,27.01,-53.16,8.02,,,,,
4233,07/12/2024 19:50:00,26.96,-52.64,8.01,,,,,
4234,07/12/2024 20:00:00,26.94,-52.45,8.00,,,,,
4235,07/12/2024 20:10:00,26.87,-52.11,8.00,,,,,
4236,07/12/2024 20:20:00,26.84,-51.44,7.98,,,,,
4237,07/12/2024 20:30:00,26.79,-51.47,7.98,,,,,
4238,07/12/2024 20:40:00,26.77,-50.99,7.97,,,,,
4239,07/12/2024 20:50:00,26.74,-50.67,7.97,,,,,
4240,07/12/2024 21:00:00,26.72,-50.11,7.96,,,,,
4241,07/12/2024 21:10:00,26.67,-50.35,7.96,,,,,
4242,07/12/2024 21:20:00,26.62,-50.20,7.96,,,,,
4243,07/12/2024 21:30:00,26.57,-49.75,7.95,,,,,
4244,07/12/2024 21:40:00,26.57,-49.36,7.94,,,,,
4245,07/12/2024 21:50:00,26.52,-48.94,7.93,,,,,
4246,07/12/2024 22:00:00,26.45,-49.10,7.94,,,,,
4247,07/12/2024 22:10:00,26.43,-48.67,7.93,,,,,
4248,07/12/2024 22:20:00,26.35,-48.67,7.93,,,,,
4249,07/12/2024 22:30:00,26.38,-47.85,7.91,,,,,
4250,07/12/2024 22:40:00,26.35,-47.60,7.91,,,,,
4251,07/12/2024 22:50:00,26.33,-46.74,7.89,,,,,
4252,07/12/2024 23:00:00,26.26,-47.13,7.90,,,,,
4253,07/12/2024 23:10:00,26.23,-46.83,7.89,,,,,
4254,07/12/2024 23:20:00,26.18,-46.92,7.89,,,,,
4255,07/12/2024 23:30:00,26.11,-46.83,7.89,,,,,
4256,07/12/2024 23:40:00,26.08,-46.42,7.88,,,,,
4257,07/12/2024 23:50:00,26.08,-45.88,7.87,,,,,
4258,07/13/2024 00:00:00,26.04,-45.89,7.87,,,,,
4259,07/13/2024 00:10:00,26.01,-45.80,7.87,,,,,
4260,07/13/2024 00:20:00,25.99,-45.55,7.87,,,,,
4261,07/13/2024 00:30:00,25.94,-45.44,7.86,,,,,
4262,07/13/2024 00:40:00,25.94,-45.03,7.86,,,,,
4263,07/13/2024 00:50:00,25.91,-44.95,7.85,,,,,
4264,07/13/2024 01:00:00,25.89,-44.94,7.85,,,,,
4265,07/13/2024 01:10:00,25.89,-44.74,7.85,,,,,
4266,07/13/2024 01:20:00,25.87,-44.53,7.85,,,,,
4267,07/13/2024 01:30:00,25.84,-44.58,7.85,,,,,
4268,07/13/2024 01:40:00,25.84,-44.47,7.85,,,,,
4269,07/13/2024 01:50:00,25.84,-44.56,7.85,,,,,
4270,07/13/2024 02:00:00,25.79,-44.86,7.85,,,,,
4271,07/13/2024 02:10:00,25.74,-44.85,7.85,,,,,
4272,07/13/2024 02:20:00,25.72,-44.80,7.85,,,,,
4273,07/13/2024 02:30:00,25.67,-44.67,7.85,,,,,
4274,07/13/2024 02:40:00,25.65,-44.42,7.84,,,,,
4275,07/13/2024 02:50:00,25.62,-44.53,7.85,,,,,
4276,07/13/2024 03:00:00,25.60,-44.53,7.85,,,,,
4277,07/13/2024 03:10:00,25.57,-44.22,7.84,,,,,
4278,07/13/2024 03:20:00,25.55,-44.25,7.84,,,,,
4279,07/13/2024 03:30:00,25.53,-44.22,7.84,,,,,
4280,07/13/2024 03:40:00,25.50,-43.99,7.84,,,,,
4281,07/13/2024 03:50:00,25.48,-44.17,7.84,,,,,
4282,07/13/2024 04:00:00,25.48,-44.52,7.85,,,,,
4283,07/13/2024 04:10:00,25.43,-44.55,7.85,,,,,
4284,07/13/2024 04:20:00,25.40,-43.91,7.84,,,,,
4285,07/13/2024 04:30:00,25.40,-44.10,7.84,,,,,
4286,07/13/2024 04:40:00,25.38,-43.63,7.83,,,,,
4287,07/13/2024 04:50:00,25.38,-43.78,7.83,,,,,
4288,07/13/2024 05:00:00,25.36,-43.85,7.83,,,,,
4289,07/13/2024 05:10:00,25.33,-43.80,7.83,,,,,
4290,07/13/2024 05:20:00,25.31,-43.77,7.83,,,,,
4291,07/13/2024 05:30:00,25.31,-43.80,7.83,,,,,
4292,07/13/2024 05:40:00,25.28,-43.88,7.83,,,,,
4293,07/13/2024 05:50:00,25.26,-43.77,7.83,,,,,
4294,07/13/2024 06:00:00,25.23,-43.74,7.83,,,,,
4295,07/13/2024 06:10:00,25.21,-43.64,7.83,,,,,
4296,07/13/2024 06:20:00,25.21,-43.66,7.83,,,,,
4297,07/13/2024 06:30:00,25.19,-43.58,7.83,,,,,
4298,07/13/2024 06:40:00,25.19,-43.45,7.83,,,,,
4299,07/13/2024 06:50:00,25.16,-43.45,7.83,,,,,
4300,07/13/2024 07:00:00,25.14,-43.60,7.83,,,,,
4301,07/13/2024 07:10:00,25.11,-43.31,7.82,,,,,
4302,07/13/2024 07:20:00,25.11,-43.49,7.83,,,,,
4303,07/13/2024 07:30:00,25.11,-43.22,7.82,,,,,
4304,07/13/2024 07:40:00,25.09,-43.69,7.83,,,,,
4305,07/13/2024 07:50:00,25.09,-43.49,7.83,,,,,
4306,07/13/2024 08:00:00,25.09,-43.50,7.83,,,,,
4307,07/13/2024 08:10:00,25.09,-43.70,7.83,,,,,
4308,07/13/2024 08:20:00,25.11,-44.10,7.84,,,,,
4309,07/13/2024 08:30:00,25.11,-44.00,7.84,,,,,
4310,07/13/2024 08:40:00,25.14,-43.86,7.83,,,,,
4311,07/13/2024 08:50:00,25.16,-44.27,7.84,,,,,
4312,07/13/2024 09:00:00,25.19,-44.53,7.85,,,,,
4313,07/13/2024 09:10:00,25.21,-44.27,7.84,,,,,
4314,07/13/2024 09:20:00,25.23,-44.49,7.85,,,,,
4315,07/13/2024 09:30:00,25.23,-45.22,7.86,,,,,
4316,07/13/2024 09:40:00,25.31,-45.53,7.87,,,,,
4317,07/13/2024 09:50:00,25.38,-45.39,7.87,,,,,
4318,07/13/2024 10:00:00,25.40,-45.74,7.87,,,,,
4319,07/13/2024 10:10:00,25.45,-45.66,7.87,,,,,
4320,07/13/2024 10:20:00,25.50,-47.45,7.91,,,,,
4321,07/13/2024 10:30:00,25.50,-46.85,7.89,,,,,
4322,07/13/2024 10:40:00,25.53,-46.80,7.89,,,,,
4323,07/13/2024 10:50:00,25.55,-46.60,7.89,,,,,
4324,07/13/2024 11:00:00,25.57,-46.05,7.88,,,,,
4325,07/13/2024 11:10:00,25.65,-48.03,7.92,,,,,
4326,07/13/2024 11:20:00,25.70,-49.47,7.95,,,,,
4327,07/13/2024 11:30:00,25.74,-50.50,7.97,,,,,
4328,07/13/2024 11:40:00,25.82,-50.31,7.96,,,,,
4329,07/13/2024 11:50:00,25.89,-51.00,7.98,,,,,
4330,07/13/2024 12:00:00,25.96,-50.88,7.97,,,,,
4331,07/13/2024 12:10:00,25.94,-50.38,7.96,,,,,
4332,07/13/2024 12:20:00,25.96,-50.47,7.97,,,,,
4333,07/13/2024 12:30:00,26.06,-50.20,7.96,,,,,
4334,07/13/2024 12:40:00,26.16,-51.72,7.99,,,,,
4335,07/13/2024 12:50:00,26.30,-52.77,8.01,,,,,
4336,07/13/2024 13:00:00,26.38,-52.92,8.01,,,,,
4337,07/13/2024 13:10:00,26.55,-55.30,8.06,,,,,
4338,07/13/2024 13:20:00,26.50,-53.08,8.02,,,,,
4339,07/13/2024 13:30:00,26.60,-54.70,8.05,,,,,
4340,07/13/2024 13:40:00,26.67,-53.77,8.03,,,,,
4341,07/13/2024 13:50:00,26.70,-54.06,8.04,,,,,
4342,07/13/2024 14:00:00,26.74,-56.56,8.09,,,,,
4343,07/13/2024 14:10:00,26.70,-55.41,8.06,,,,,
4344,07/13/2024 14:20:00,26.72,-54.61,8.05,,,,,
4345,07/13/2024 14:30:00,26.77,-55.74,8.07,,,,,
4346,07/13/2024 14:40:00,26.79,-54.30,8.04,,,,,
4347,07/13/2024 14:50:00,26.79,-55.50,8.07,,,,,
4348,07/13/2024 15:00:00,26.77,-54.35,8.04,,,,,
4349,07/13/2024 15:10:00,26.94,-58.22,8.12,,,,,
4350,07/13/2024 15:20:00,26.84,-56.22,8.08,,,,,
4351,07/13/2024 15:30:00,26.89,-56.02,8.08,,,,,
4352,07/13/2024 15:40:00,26.87,-56.60,8.09,,,,,
4353,07/13/2024 15:50:00,26.87,-55.52,8.07,,,,,
4354,07/13/2024 16:00:00,26.89,-55.61,8.07,,,,,
4355,07/13/2024 16:10:00,26.94,-56.25,8.08,,,,,
4356,07/13/2024 16:20:00,26.99,-56.42,8.08,,,,,
4357,07/13/2024 16:30:00,26.96,-56.69,8.09,,,,,
4358,07/13/2024 16:40:00,27.04,-56.11,8.08,,,,,
4359,07/13/2024 16:50:00,27.04,-57.11,8.10,,,,,
4360,07/13/2024 17:00:00,27.04,-55.95,8.07,,,,,
4361,07/13/2024 17:10:00,27.04,-56.55,8.09,,,,,
4362,07/13/2024 17:20:00,27.01,-56.25,8.08,,,,,
4363,07/13/2024 17:30:00,27.04,-55.83,8.07,,,,,
4364,07/13/2024 17:40:00,27.01,-55.67,8.07,,,,,
4365,07/13/2024 17:50:00,27.01,-55.41,8.06,,,,,
4366,07/13/2024 18:00:00,27.01,-54.83,8.05,,,,,
4367,07/13/2024 18:10:00,27.04,-54.80,8.05,,,,,
4368,07/13/2024 18:20:00,27.04,-53.83,8.03,,,,,
4369,07/13/2024 18:30:00,27.04,-52.58,8.01,,,,,
4370,07/13/2024 18:40:00,26.99,-52.35,8.00,,,,,
4371,07/13/2024 18:50:00,26.96,-54.31,8.04,,,,,
4372,07/13/2024 19:00:00,26.92,-53.86,8.03,,,,,
4373,07/13/2024 19:10:00,26.87,-53.95,8.03,,,,,
4374,07/13/2024 19:20:00,26.82,-53.50,8.02,,,,,
4375,07/13/2024 19:30:00,26.77,-53.03,8.02,,,,,
4376,07/13/2024 19:40:00,26.74,-52.33,8.00,,,,,
4377,07/13/2024 19:50:00,26.70,-51.91,7.99,,,,,
4378,07/13/2024 20:00:00,26.65,-51.61,7.99,,,,,
4379,07/13/2024 20:10:00,26.60,-51.42,7.98,,,,,
4380,07/13/2024 20:20:00,26.57,-50.80,7.97,,,,,
4381,07/13/2024 20:30:00,26.55,-50.77,7.97,,,,,
4382,07/13/2024 20:40:00,26.52,-50.56,7.97,,,,,
4383,07/13/2024 20:50:00,26.45,-50.33,7.96,,,,,
4384,07/13/2024 21:00:00,26.45,-50.17,7.96,,,,,
4385,07/13/2024 21:10:00,26.40,-49.78,7.95,,,,,
4386,07/13/2024 21:20:00,26.38,-49.81,7.95,,,,,
